,RESOLUCAO,EMPRESA,AUTORIZACAO,NOME_PRODUTO_MARCA,NUMERO_PROCESSO,NUMERO_REGISTRO,VENDA_EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE_PRODUTO,CATEGORIA_ID,ASSUNTO_ID,EXPEDIENTE_PETICAO,VERSAO
156,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",BUSCHLE LEPPER SA.,3.00539-9,TRICLOROBEL,5351.523722/2013-45,3.0539.0015.002-2,PRODUTO DE VENDA LIVRE,2029-04-01,TUBO DE PLASTICO OPACO,24 Meses,3205045,389,3323876/19-6,None
157,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",BUSCHLE LEPPER SA.,3.00539-9,TRICLOROBEL,5351.523722/2013-45,3.0539.0015.003-0,PRODUTO DE VENDA LIVRE,2029-04-01,BALDE PLASTICO,24 Meses,3205045,389,3323876/19-6,None
158,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",BUSCHLE LEPPER SA.,3.00539-9,TRICLOROBEL,5351.523722/2013-45,3.0539.0015.004-9,PRODUTO DE VENDA LIVRE,2029-04-01,TAMBOR PLASTICO,24 Meses,3205045,389,3323876/19-6,None
159,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",BUSCHLE LEPPER SA.,3.00539-9,TRICLOROBEL,5351.523722/2013-45,3.0539.0015.005-7,PRODUTO DE VENDA LIVRE,2029-04-01,POTE DE PLASTICO OPACO,24 Meses,3205045,389,3323876/19-6,None
160,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRB QUIMICA INDUSTRIA E COMERCIO LTDA- EPP,3.02711-4,LIMPA PEDRAS DECAPISO,5351.676328/2012-48,3.2711.0012.001-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2028-04-01,FRASCO DE PLÁSTICO TRANSLÚCIDO + CAIXA DE PAPELAO,24 Meses,3222029,330,2244050/19-0,None
161,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRB QUIMICA INDUSTRIA E COMERCIO LTDA- EPP,3.02711-4,LIMPA PEDRAS DECAPISO,5351.676328/2012-48,3.2711.0012.002-2,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2028-04-01,BOMBONA PLASTICA OPACA + CAIXA DE PAPELAO,24 Meses,3222029,330,2244050/19-0,None
162,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.001-8,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLÁSTICO TRANSLÚCIDO + FILME PLASTICO,24 Meses,3205061,30020,None,LAVANDA PREMIUM
163,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.002-6,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLASTICO TRANSPARENTE + FILME PLASTICO,24 Meses,3205061,30020,None,LAVANDA PREMIUM
164,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.003-4,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLASTICO OPACO + FILME PLASTICO,24 Meses,3205061,30020,None,LAVANDA PREMIUM
165,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.004-2,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLÁSTICO TRANSLÚCIDO + FILME PLASTICO,24 Meses,3205061,30020,None,BRISA
166,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.005-0,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLASTICO OPACO + FILME PLASTICO,24 Meses,3205061,30020,None,BRISA
167,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.006-9,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLASTICO TRANSPARENTE + FILME PLASTICO,24 Meses,3205061,30020,None,BRISA
168,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.007-7,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLÁSTICO TRANSLÚCIDO + FILME PLASTICO,24 Meses,3205061,30020,None,DESOLIN
169,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.008-5,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLASTICO OPACO + FILME PLASTICO,24 Meses,3205061,30020,None,DESOLIN
170,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.009-3,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLASTICO TRANSPARENTE + FILME PLASTICO,24 Meses,3205061,30020,None,DESOLIN
171,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.010-7,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLÁSTICO TRANSLÚCIDO + FILME PLASTICO,24 Meses,3205061,30020,None,EUCALIPTO
172,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.011-5,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLASTICO OPACO + FILME PLASTICO,24 Meses,3205061,30020,None,EUCALIPTO
173,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.012-3,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLASTICO TRANSPARENTE + FILME PLASTICO,24 Meses,3205061,30020,None,EUCALIPTO
174,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.013-1,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLÁSTICO TRANSLÚCIDO + FILME PLASTICO,24 Meses,3205061,30020,None,FLORAL
175,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.014-1,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLASTICO OPACO + FILME PLASTICO,24 Meses,3205061,30020,None,FLORAL
176,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.015-8,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLASTICO TRANSPARENTE + FILME PLASTICO,24 Meses,3205061,30020,None,FLORAL
177,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.016-6,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLÁSTICO TRANSLÚCIDO + FILME PLASTICO,24 Meses,3205061,30020,None,POMPOM
178,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.017-4,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLASTICO TRANSPARENTE + FILME PLASTICO,24 Meses,3205061,30020,None,POMPOM
179,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,DESINFETANTE USO GERAL CRUZEIRO,5351.026378/2022-06,3.0754.0008.018-2,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLASTICO OPACO + FILME PLASTICO,24 Meses,3205061,30020,None,POMPOM
180,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",ECO QUÍMICA INDÚSTRIA HIGIENISTA LTDA,3.02553-9,PRATIC SUPER FOOD,5351.179234/2018-67,3.2553.0036.001-7,,2028-08-01,FRASCO DE PLASTICO TRANSPARENTE,24 Meses,3205053,389,4466141/20-7,None
181,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",ECO QUÍMICA INDÚSTRIA HIGIENISTA LTDA,3.02553-9,PRATIC SUPER FOOD,5351.179234/2018-67,3.2553.0036.002-5,,2028-08-01,BOMBONA PLASTICA,24 Meses,3205053,389,4466141/20-7,None
182,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",ECOLIMP S PRODUTOS DE LIMPEZA E LOCACAO DE IMOVEIS EIRELI,3.08400-8,Hipoclorito 8% Mixlar,5351.990753/2020-01,3.8400.0006.001-8,PRODUTO DE VENDA LIVRE,2032-02-01,Hipoclorito de Sódio 8% + GALAO PLASTICO + CAIXA DE PLASTICO,6 Meses,3205061,30020,None,None
183,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",ECOMASTER QUÍMICA INDÚSTRIA E COMÉRCIO LTDA,3.04145-2,MASTER STAIN OUT,5351.456414/2020-92,3.4145.0075.001-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222040,30020,None,None
184,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",ECOMASTER QUÍMICA INDÚSTRIA E COMÉRCIO LTDA,3.04145-2,MASTER STAIN OUT,5351.456414/2020-92,3.4145.0075.002-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222040,30020,None,None
185,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",ECOMASTER QUÍMICA INDÚSTRIA E COMÉRCIO LTDA,3.04145-2,MASTER HEAVY CLEAN ULTRA,5351.515239/2020-82,3.4145.0076.001-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3101010,30020,None,None
186,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",ECOMASTER QUÍMICA INDÚSTRIA E COMÉRCIO LTDA,3.04145-2,MASTER HEAVY CLEAN ULTRA,5351.515239/2020-82,3.4145.0076.002-2,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3101010,30020,None,None
187,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",EXIMIA INDUSTRIAL EIRELI-ME,3.07087-1,LAV DET 1000,5351.706285/2020-99,3.7087.0016.001-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,BALDE,24 Meses,3103071,30020,None,None
188,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",EXIMIA INDUSTRIAL EIRELI-ME,3.07087-1,LAV DET 1000,5351.706285/2020-99,3.7087.0016.002-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,SACO,24 Meses,3103071,30020,None,None
189,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",GROW QUIMICA E FARMACEUTICA LTDA.,3.04407-8,PROACTION OXI,5351.098607/2017-01,3.4407.0020.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2027-05-01,FRASCO DE PLASTICO OPACO,24 Meses,3205029,330,2534351/21-4,None
190,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",GROW QUIMICA E FARMACEUTICA LTDA.,3.04407-8,PROACTION OXI,5351.098607/2017-01,3.4407.0020.002-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2027-05-01,GALAO PLASTICO,24 Meses,3205029,330,2534351/21-4,None
191,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",HIGEX - INDÚSTRIA E COMÉRCIO DE PRODUTOS SANEANTES LTDA - EPP,3.04020-0,DIOXXO,5351.236013/2013-34,3.4020.0021.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2028-07-01,BOMBONA PLASTICA OPACA + CAIXA DE PAPELAO,6 Meses,3205053,392,0571271/19-8,None
192,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",INDUSTRIA ITALIANA IMPORTADORA E DISTRIBUIDORA LTDA,3.05859-6,PROTTETE ULTRA 4D,5351.909769/2020-98,3.5859.0004.001-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,POTE DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
193,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",MULTQUÍMICA PRODUTOS QUÍMICOS LTDA,3.02599-9,GLACIAL ACÉTIC,5351.730094/2011-91,3.2599.0150.001-0,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2027-04-01,FRASCO,12 Meses,3205053,3769,0968788/15-2,None
194,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",MULTQUÍMICA PRODUTOS QUÍMICOS LTDA,3.02599-9,GLACIAL ACÉTIC,5351.730094/2011-91,3.2599.0150.002-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2027-04-01,BOMBONA PLASTICA,12 Meses,3205053,3769,0968788/15-2,None
195,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",NEOGEN DO BRASIL INDUSTRIA E COMERCIO LTDA,3.00425-4,OZZ RI-DO-RATO PLUS,5351.007795/2011-34,3.0425.0137.001-5,PRODUTO DE VENDA LIVRE,2026-02-01,SACO PLASTICO,24 Meses,3207013,389,3462397/20-6,None
196,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",NEOGEN DO BRASIL INDUSTRIA E COMERCIO LTDA,3.00425-4,INSETICIDA IG MAX,5351.362508/2016-49,3.0425.0166.001-3,,2027-02-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,24 Meses,3206025,389,4094027/20-3,None
197,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",QUIMIL INDÚSTRIA E COMÉRCIO S/A,3.03144-2,Q-CLOR ALGICIDA DE MANUTENÇÃO,5351.469010/2008-72,3.3144.0010.001-6,PRODUTO DE VENDA LIVRE,2028-10-01,FRASCO DE PLÁSTICO OPACO,12 Meses,3210014,392,0214704/22-0,None
198,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",QUIMIL INDÚSTRIA E COMÉRCIO S/A,3.03144-2,Q-CLOR ALGICIDA DE MANUTENÇÃO,5351.469010/2008-72,000,PRODUTO DE VENDA LIVRE,2028-10-01,BOMBONA PLÁSTICA OPACA,12 Meses,3210014,392,0214704/22-0,None
199,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",QUIMIL INDÚSTRIA E COMÉRCIO S/A,3.03144-2,Q-CLOR ALGICIDA DE MANUTENÇÃO,5351.469010/2008-72,000,PRODUTO DE VENDA LIVRE,2028-10-01,GALÃO PLÁSTICO,12 Meses,3210014,392,0214704/22-0,None
200,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",QUIMIL INDÚSTRIA E COMÉRCIO S/A,3.03144-2,Q-CLOR ALGICIDA DE CHOQUE,5351.470512/2008-46,3.3144.0009.001-0,PRODUTO DE VENDA LIVRE,2028-10-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,24 Meses,3210014,392,0214412/22-9,None
201,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",QUIMIL INDÚSTRIA E COMÉRCIO S/A,3.03144-2,Q-CLOR ALGICIDA DE CHOQUE,5351.470512/2008-46,000,PRODUTO DE VENDA LIVRE,2028-10-01,GALÃO PLÁSTICO,24 Meses,3210014,392,0214412/22-9,None
202,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",QUIMIL INDÚSTRIA E COMÉRCIO S/A,3.03144-2,Q-CLOR ALGICIDA DE CHOQUE,5351.470512/2008-46,000,PRODUTO DE VENDA LIVRE,2028-10-01,BOMBONA PLÁSTICA OPACA,24 Meses,3210014,392,0214412/22-9,None
203,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",TECPON INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.01780-6,ENZI-TEC EXTRA,5351.635133/2014-74,3.1780.0054.001-2,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2029-12-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,2 Ano(s),3222020,334,0468955/19-1,None
204,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",TECPON INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.01780-6,ENZI-TEC EXTRA,5351.635133/2014-74,3.1780.0054.002-0,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2029-12-01,BOMBONA PLASTICA + CAIXA DE PAPELAO,2 Ano(s),3222020,334,0468955/19-1,None
205,"RESOLUÇÃO-RE Nº 430, DE 10 DE FEVEREIRO DE 2022",TECPON INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.01780-6,ENZI-TEC EXTRA,5351.635133/2014-74,3.1780.0054.003-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2029-12-01,BOMBONA PLASTICA + ACONDICIONAMENTO NAO PREVISTO NA TABELA,2 Ano(s),3222020,334,0468955/19-1',None
206,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",ABC DE ITAPERUNA INDUSTRIAL DE DETERGENTES LTDA,3.04810-9,DESINCRUSTANTE ALCALINO ABC-54,5351.268391/2012-61,3.4810.0005.001-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2027-09-01,BOMBONA PLASTICA,12 Meses,3222030,389,0363494/22-7,None
207,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",ABC DE ITAPERUNA INDUSTRIAL DE DETERGENTES LTDA,3.04810-9,B-295 ABC DESINCRUSTANTE ÁCIDO,5351.369593/2012-18,3.4810.0008.001-0,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2028-01-01,BOMBONA PLASTICA,12 Meses,3222029,389,0363468/22-6,None
208,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",ADAMA BRASIL S/A,3.05331-1,TEKKO PRO,5351.443407/2017-25,3.5331.0008.001-9,,2027-11-01,FRASCO + CAIXA DE PAPELAO,24 Meses,3206025,389,8451856/21-7,None
209,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.001-6,PRODUTO DE VENDA LIVRE,2031-01-01,FRASCO,24 Meses,3205061,389,1060525/21-6,LAVANDA
210,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.002-4,PRODUTO DE VENDA LIVRE,2031-01-01,GALAO PLASTICO,24 Meses,3205061,389,1060525/21-6,LAVANDA
211,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.003-2,PRODUTO DE VENDA LIVRE,2031-01-01,FRASCO,24 Meses,3205061,389,1060525/21-6,PINHO
212,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.004-0,PRODUTO DE VENDA LIVRE,2031-01-01,GALAO PLASTICO,24 Meses,3205061,389,1060525/21-6,PINHO
213,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.005-9,PRODUTO DE VENDA LIVRE,2031-01-01,FRASCO,24 Meses,3205061,389,1060525/21-6,FLORAL
214,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.006-7,PRODUTO DE VENDA LIVRE,2031-01-01,GALAO PLASTICO,24 Meses,3205061,389,1060525/21-6,FLORAL
215,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.007-5,PRODUTO DE VENDA LIVRE,2031-01-01,FRASCO,24 Meses,3205061,389,1060525/21-6,MILFLORES
216,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.008-3,PRODUTO DE VENDA LIVRE,2031-01-01,GALAO PLASTICO,24 Meses,3205061,389,1060525/21-6,MILFLORES
217,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.009-1,PRODUTO DE VENDA LIVRE,2031-01-01,FRASCO,24 Meses,3205061,389,1060525/21-6,EUCALIPTO
218,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.010-5,PRODUTO DE VENDA LIVRE,2031-01-01,GALAO PLASTICO,24 Meses,3205061,389,1060525/21-6,EUCALIPTO
219,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.011-3,PRODUTO DE VENDA LIVRE,2031-01-01,FRASCO,24 Meses,3205061,389,1060525/21-6,TALCO
220,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.012-1,PRODUTO DE VENDA LIVRE,2031-01-01,GALAO PLASTICO,24 Meses,3205061,389,1060525/21-6,TALCO
221,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",American Nutrients do Brasil Indústria e Comércio Ltda.,3.05522-1,VANTOTREX,5351.706204/2019-17,3.5522.0018.009-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2030-02-01,TAMBOR PLASTICO + FILME DE POLIETILENO. VANTOTREX CLEAN,24 Meses,3205061,331,0128136/22-7,None
222,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",American Nutrients do Brasil Indústria e Comércio Ltda.,3.05522-1,VANTOTREX,5351.706204/2019-17,3.5522.0018.010-0,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2030-02-01,BOMBONA PLASTICA + CAIXA DE PAPELAO.VANTOTREX CLEAN.,24 Meses,3205061,331,0128136/22-7,None
