,RESOLUCAO,EMPRESA,AUTORIZACAO,NOME_PRODUTO_MARCA,NUMERO_PROCESSO,NUMERO_REGISTRO,VENDA_EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE_PRODUTO,CATEGORIA_ID,ASSUNTO_ID,EXPEDIENTE_PETICAO,VERSAO
155,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INDUSTRIA QUIMILAB DE PRODUTOS DE LIMPEZA LTDA ME,3.06631-3,VERONA PLUS,5351.016623/2022-69,3.6631.0035.078-2,PRODUTO DE VENDA LIVR,2032-02-01,VERONA PLUS OCEANIC + FRASCO DE PLASTICO TRANSPARENTE + FILME DE POLIETILENO,24 Meses,3205061,30020,None,None
156,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INDUSTRIA QUIMILAB DE PRODUTOS DE LIMPEZA LTDA ME,3.06631-3,VERONA PLUS,5351.016623/2022-69,3.6631.0035.079-0,PRODUTO DE VENDA LIVR,2032-02-01,VERONA PLUS OCEANIC + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
157,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INDUSTRIA QUIMILAB DE PRODUTOS DE LIMPEZA LTDA ME,3.06631-3,VERONA PLUS,5351.016623/2022-69,3.6631.0035.080-4,PRODUTO DE VENDA LIVR,2032-02-01,VERONA PLUS OCEANIC + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
158,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INDÚSTRIAS ANHEMBI LTDA.,3.01940-9,CLORO GEL SUPER CANDIDA,5351.207379/2020-80,3.1940.0036.001-6,PRODUTO DE VENDA LIVRE,2030-04-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,1 Ano(s),3205061,389,0311231/22-5,None
159,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INDÚSTRIAS ANHEMBI LTDA.,3.01940-9,CLORO GEL SUPER CANDIDA,5351.207379/2020-80,3.1940.0036.002-4,PRODUTO DE VENDA LIVRE,2030-04-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,1 Ano(s),3205061,331,3942044/21-8,ORIGINAL
160,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INDÚSTRIAS ANHEMBI LTDA.,3.01940-9,CLORO GEL SUPER CANDIDA,5351.207379/2020-80,3.1940.0036.002-4,PRODUTO DE VENDA LIVRE,2030-04-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,1 Ano(s),3205061,389,0311231/22-5,LAVANDA
161,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INDÚSTRIAS ANHEMBI LTDA.,3.01940-9,CLORO GEL QBOA,5351.207398/2020-14,3.1940.0035.001-0,PRODUTO DE VENDA LIVRE,2030-04-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,1 Ano(s),3205061,389,0311459/22-6,LAVANDA
162,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INDÚSTRIAS ANHEMBI LTDA.,3.01940-9,CLORO GEL QBOA,5351.207398/2020-14,3.1940.0035.002-9,PRODUTO DE VENDA LIVRE,2030-04-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,1 Ano(s),3205061,331,3941880/21-7,LAVANDA
163,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INDÚSTRIAS ANHEMBI LTDA.,3.01940-9,CLORO GEL QBOA,5351.207398/2020-14,3.1940.0035.002-9,PRODUTO DE VENDA LIVRE,2030-04-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,1 Ano(s),3205061,389,0311459/22-6,LAVANDA
164,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INSDUSTRIA E COMERCIO LUCIA LTDA-ME,3.03231-2,DESINFETANTE VERÔNICA,5351.023454/2022-13,3.3231.0011.001-5,PRODUTO DE VENDA LIVRE,2032-02-01,ALFAZEMA + GALAO PLASTICO + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
165,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INSDUSTRIA E COMERCIO LUCIA LTDA-ME,3.03231-2,DESINFETANTE VERÔNICA,5351.023454/2022-13,3.3231.0011.002-3,PRODUTO DE VENDA LIVRE,2032-02-01,CAMPESTRE + GALAO PLASTICO + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
166,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INSDUSTRIA E COMERCIO LUCIA LTDA-ME,3.03231-2,DESINFETANTE VERÔNICA,5351.023454/2022-13,3.3231.0011.003-1,PRODUTO DE VENDA LIVRE,2032-02-01,DESOLUX + GALAO PLASTICO + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
167,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INSDUSTRIA E COMERCIO LUCIA LTDA-ME,3.03231-2,DESINFETANTE VERÔNICA,5351.023454/2022-13,3.3231.0011.004-1,PRODUTO DE VENDA LIVRE,2032-02-01,LAVANDA + GALAO PLASTICO + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
168,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INSDUSTRIA E COMERCIO LUCIA LTDA-ME,3.03231-2,DESINFETANTE VERÔNICA,5351.023454/2022-13,3.3231.0011.005-8,PRODUTO DE VENDA LIVRE,2032-02-01,TALCO + GALAO PLASTICO + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
169,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INSDUSTRIA E COMERCIO LUCIA LTDA-ME,3.03231-2,DESINFETANTE VERÔNICA,5351.023454/2022-13,3.3231.0011.006-6,PRODUTO DE VENDA LIVRE,2032-02-01,FLORAL + GALAO PLASTICO + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
170,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INSDUSTRIA E COMERCIO LUCIA LTDA-ME,3.03231-2,DESINFETANTE VERÔNICA,5351.023454/2022-13,3.3231.0011.007-4,PRODUTO DE VENDA LIVRE,2032-02-01,EUCALIPTO + GALAO PLASTICO + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
171,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",INSDUSTRIA E COMERCIO LUCIA LTDA-ME,3.03231-2,DESINFETANTE VERÔNICA,5351.023454/2022-13,3.3231.0011.008-2,PRODUTO DE VENDA LIVRE,2032-02-01,PINHO + GALAO PLASTICO + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
172,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",KI LIMPO DO BRASIL LTDA,3.05271-3,LIMPADOR CONCENTRADO FLOT KLEAN 10,5351.016590/2022-57,3.5271.0029.001-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,TRADICIONAL + GALAO PLASTICO + CAIXA DE PAPELAO,24 Meses,3222021,30020,None,None
173,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",KI LIMPO DO BRASIL LTDA,3.05271-3,LIMPADOR CONCENTRADO FLOT KLEAN 10,5351.016590/2022-57,3.5271.0029.002-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,TRADICIONAL + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222021,30020,None,None
174,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",KOMBATE SAUDE AMBIENTAL LTDA - EPP,3.07934-7,RATICIDA RATHÃO,5351.016618/2022-56,3.7934.0011.001-7,PRODUTO DE VENDA LIVRE,2032-02-01,FILME DE POLIETILENO + CAIXA DE PAPELAO,24 Meses,3207013,30020,None,None
175,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",KOMBATE SAUDE AMBIENTAL LTDA - EPP,3.07934-7,RATICIDA RATHÃO,5351.016618/2022-56,3.7934.0011.002-5,PRODUTO DE VENDA LIVRE,2032-02-01,FILME DE POLIETILENO + CAIXA DE PAPELAO,24 Meses,3207013,30020,None,None
176,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",KOMBATE SAUDE AMBIENTAL LTDA - EPP,3.07934-7,RATICIDA RATHÃO,5351.016618/2022-56,3.7934.0011.003-3,PRODUTO DE VENDA LIVRE,2032-02-01,FILME DE POLIETILENO + CAIXA DE PAPELAO,24 Meses,3207013,30020,None,None
177,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",LG CLEAN FABRICACAO DE PRODUTOS DE LIMPEZA LTDA,3.10290-4,ÁGUA SANITÁRIA LG CLEAN,5351.891762/2021-93,3.0290.0001.001-9,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLASTICO OPACO GOTEJADOR + CAIXA DE PAPELAO,6 Meses,3103033,30020,None,None
178,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",LIMPEMAX INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA. EPP,3.03901-7,Desinfetante de Uso Geral Limpemax,5351.020506/2022-08,3.3901.0006.001-4,PRODUTO DE VENDA LIVRE,2032-02-01,Única + BOMBONA PLÁSTICA TRANSLÚCIDA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
179,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",LIMPEMAX INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA. EPP,3.03901-7,Desinfetante de Uso Geral Limpemax,5351.020506/2022-08,3.3901.0006.002-2,PRODUTO DE VENDA LIVRE,2032-02-01,Única + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
180,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",LIMPEMAX INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA. EPP,3.03901-7,Desinfetante de Uso Geral Limpemax,5351.020506/2022-08,3.3901.0006.003-0,PRODUTO DE VENDA LIVRE,2032-02-01,Única + FRASCO DE PLÁSTICO TRANSLÚCIDO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
181,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",LS PRODUTOS DE LIMPEZA EIRELI,3.10126-9,ÁCIDO MURIÁTICO DULAR,5351.089675/2021-73,3.0126.0008.001-3,PRODUTO DE VENDA LIVRE,2032-02-01,NÃO APRESENTA + FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,24 Meses,3222033,30020,None,None
182,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",MUSTANG PLURON QUÍMICA LTDA,3.00546-2,SAMPROX-H 5%,5351.188042/2019-22,3.0546.3162.001-5,,2029-05-01,GALAO PLASTICO + CAIXA DE PAPELAO,9 Meses,3204014,312,3212316/21-7,None
183,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",PHILIPEIA INDUSTRIA QUIMICA LTDA,3.08335-4,DESINFE-Q,5351.020514/2022-46,3.8335.0002.001-2,PRODUTO DE VENDA LIVR,2032-02-01,ÁGUAS MARINHAS + BOMBONA PLASTICA OPACA + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
184,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",PHILIPEIA INDUSTRIA QUIMICA LTDA,3.08335-4,DESINFE-Q,5351.020514/2022-46,3.8335.0002.002-0,PRODUTO DE VENDA LIVR,2032-02-01,ÁGUAS MARINHAS + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
185,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",PHILIPEIA INDUSTRIA QUIMICA LTDA,3.08335-4,DESINFE-Q,5351.020514/2022-46,3.8335.0002.003-9,PRODUTO DE VENDA LIVR,2032-02-01,HERBAL + BOMBONA PLASTICA OPACA + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
186,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",PHILIPEIA INDUSTRIA QUIMICA LTDA,3.08335-4,DESINFE-Q,5351.020514/2022-46,3.8335.0002.004-7,PRODUTO DE VENDA LIVR,2032-02-01,HERBAL + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
187,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",PRODUTOS QUIMICOS SALTE LTDA.,3.00013-0,DESINFETANTE DEBRILHO,5351.898050/2021-03,3.0013.0010.001-3,PRODUTO DE VENDA LIVRE,2032-02-01,FLORAL + FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
188,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",PRODUTOS QUIMICOS SALTE LTDA.,3.00013-0,DESINFETANTE DEBRILHO,5351.898050/2021-03,3.0013.0010.002-1,PRODUTO DE VENDA LIVRE,2032-02-01,FLORAL + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
189,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",PRODUTOS QUIMICOS SALTE LTDA.,3.00013-0,DESINFETANTE DEBRILHO,5351.898050/2021-03,3.0013.0010.003-1,PRODUTO DE VENDA LIVRE,2032-02-01,LAVANDA + FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
190,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",PRODUTOS QUIMICOS SALTE LTDA.,3.00013-0,DESINFETANTE DEBRILHO,5351.898050/2021-03,3.0013.0010.004-8,PRODUTO DE VENDA LIVRE,2032-02-01,LAVANDA + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
191,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",PROLIMPO-INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA - EPP,3.01429-5,MAGNUM CHM,5351.465446/2011-17,3.1429.0004.001-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2027-01-01,BOMBONA PLASTICA,24 Meses,3222029,3782,0107524/22-8,None
192,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",QUIMITEC QUÍMICA INDUSTRIAL LTDA,3.03075-4,DOMITEC DC 550,5351.790437/2021-12,3.3075.0010.001-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,BOMBONA PLASTICA + FILME DE POLIETILENO,24 Meses,3222029,30020,None,None
193,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",QUIMITEC QUÍMICA INDUSTRIAL LTDA,3.03075-4,DOMITEC DC 550,5351.790437/2021-12,3.3075.0010.002-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3222029,30020,None,None
194,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",RIZELAR INDUSTRIA E COMERCIO DE ARTIGOS DE LIMPEZA LTDA EPP,3.01874-9,ÁLCOOL RIZELAR,5351.014305/2022-63,3.1874.0033.001-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205029,30020,None,None
195,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",TECPON INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.01780-6,TECPON BG 10,5351.019003/2021-09,3.1780.0074.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,UNICA + FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
196,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",TECPON INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.01780-6,TECPON BG 10,5351.019003/2021-09,3.1780.0074.002-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,UNICA + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
197,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",TECPON INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.01780-6,TECPON BG 10,5351.019003/2021-09,3.1780.0074.003-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,UNICA + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
198,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",TECPON INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.01780-6,TECPON BG 10,5351.019003/2021-09,3.1780.0074.004-6,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,UNICA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
199,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",Z S FABRICANTE DE PRODUTOS DE LIMPEZA LTDA,3.09287-5,OMINIRID DESINFETANTE,5351.100465/2021-43,3.9287.0003.001-1,PRODUTO DE VENDA LIVRE,2032-02-01,ÚNICA + FRASCO DE PLÁSTICO TRANSLÚCIDO COM GATILHO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
200,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ADAMA BRASIL S/A,3.05331-1,RATTI 5.0 ISCA FRESCA,5351.237753/2021-52,3.5331.0015.001-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2031-09-01,SACO PLASTICO + CAIXA DE PAPELAO,24 Meses,3206017,312,3761459/21-1,None
201,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ADAMA BRASIL S/A,3.05331-1,ATTRACIDE,5351.854488/2016-03,3.5331.0006.001-8,,2026-04-01,FRASCO + CAIXA DE PAPELAO,24 Meses,3206025,389,8451463/21-5,None
202,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",AEB BIOQUÍMICA LATINO AMERICANA S/A,3.01388-3,DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA PERACID MAX,5351.016137/2021-60,3.1388.0050.001-6,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-01-01,PERACID MAX + BOMBONA PLASTICA OPACA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,12 Meses,3205053,30020,None,None
203,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",AJX COMERCIO LTDA,3.09132-9,WATER CLOR TOP,5351.166908/2021-69,3.9132.0002.001-9,PRODUTO DE VENDA LIVRE,2032-01-01,WATER CLOR TOP + BALDE PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205045,30020,None,None
204,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ALEXANDRE MIAN,3.08814-9,M MAX ALUMINIUN,5351.812057/2021-38,3.8814.0007.001-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-01-01,GALAO PLASTICO + CAIXA DE PAPELAO,12 Meses,3222029,30020,None,None
205,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ALLOXY ESPECIALIDADES QUÍMICAS LTDA,3.05865-6,DIALL 3500,5351.437325/2019-11,3.5865.0005.001-0,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2024-12-01,BOMBONA PLASTICA OPACA,18 Meses,3204014,3782,4356364/21-0,None
206,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.009-1,PRODUTO DE VENDA LIVRE,2031-01-01,FRASCO,24 Meses,3205061,331,0053092/22-1,EUCALIPTO
207,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.010-5,PRODUTO DE VENDA LIVRE,2031-01-01,GALAO PLASTICO,24 Meses,3205061,331,0053092/22-1,EUCALIPTO
208,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.011-3,PRODUTO DE VENDA LIVRE,2031-01-01,FRASCO,24 Meses,3205061,331,0053092/22-1,TALCO
209,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.012-1,PRODUTO DE VENDA LIVRE,2031-01-01,GALAO PLASTICO,24 Meses,3205061,331,0053092/22-1,TALCO
210,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",American Nutrients do Brasil Indústria e Comércio Ltda.,3.05522-1,MUUCARE DESINCRUSTANTE ÁCIDO,5351.292413/2021-94,3.5522.0032.001-8,PRODUTO DE VENDA LIVR,2032-01-01,MUUCARE DESINCRUSTANTE ÁCIDO + FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,24 Meses,3222029,30020,8542326/21-2,None
211,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",American Nutrients do Brasil Indústria e Comércio Ltda.,3.05522-1,MUUCARE DESINCRUSTANTE ÁCIDO,5351.292413/2021-94,3.5522.0032.002-6,PRODUTO DE VENDA LIVR,2032-01-01,MUUCARE DESINCRUSTANTE ÁCIDO + BOMBONA PLASTICA OPACA + CAIXA DE PAPELAO,24 Meses,3222029,30020,8542326/21-2,None
212,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",American Nutrients do Brasil Indústria e Comércio Ltda.,3.05522-1,MUUCARE DESINCRUSTANTE ÁCIDO,5351.292413/2021-94,3.5522.0032.003-4,PRODUTO DE VENDA LIVR,2032-01-01,MUUCARE DESINCRUSTANTE ÁCIDO + BALDE PLASTICO + FILME DE POLIETILENO,24 Meses,3222029,30020,8542326/21-2,None
213,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",American Nutrients do Brasil Indústria e Comércio Ltda.,3.05522-1,MUUCARE DESINCRUSTANTE ÁCIDO,5351.292413/2021-94,3.5522.0032.004-2,PRODUTO DE VENDA LIVR,2032-01-01,MUUCARE DESINCRUSTANTE ÁCIDO + GALAO PLASTICO + FILME DE POLIETILENO,24 Meses,3222029,30020,8542326/21-2,None
214,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",American Nutrients do Brasil Indústria e Comércio Ltda.,3.05522-1,MUUCARE DESINCRUSTANTE ÁCIDO,5351.292413/2021-94,3.5522.0032.005-0,PRODUTO DE VENDA LIVR,2032-01-01,MUUCARE DESINCRUSTANTE ÁCIDO + TAMBOR PLASTICO OPACO + FILME DE POLIETILENO,24 Meses,3222029,30020,8542326/21-2,None
215,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",American Nutrients do Brasil Indústria e Comércio Ltda.,3.05522-1,MUUCARE DESINCRUSTANTE ÁCIDO,5351.292413/2021-94,3.5522.0032.006-9,PRODUTO DE VENDA LIVR,2032-01-01,MUUCARE DESINCRUSTANTE ÁCIDO + ACONDICIONAMENTO NAO PREVISTO NA TABELA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222029,30020,8542326/21-2,None
216,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",American Nutrients do Brasil Indústria e Comércio Ltda.,3.05522-1,DESINFETANTE PET AMERICAN NUTRIENTS,5351.584391/2020-13,3.5522.0024.003-0,PRODUTO DE VENDA LIVRE,2031-03-01,AMEPET + FRASCO DE PLASTICO OPACO SPRAY + CAIXA DE PAPELAO,24 Meses,3205061,3899,8422987/21-0,None
217,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Archote Indústria Química Ltda,3.00524-6,ÁGUA SANITÁRIA AGIFÁCIL,5351.295632/2005-13,3.0524.0020.001-4,PRODUTO DE VENDA LIVRE,2025-09-01,FRASCO DE PLASTICO OPACO,6 Meses,3103033,389,4700605/21-9,None
218,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Archote Indústria Química Ltda,3.00524-6,ÁGUA SANITÁRIA AGIFÁCIL,5351.295632/2005-13,3.0524.0020.002-2,PRODUTO DE VENDA LIVRE,2025-09-01,GALAO,6 Meses,3103033,389,4700605/21-9,None
219,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Archote Indústria Química Ltda,3.00524-6,ÁGUA SANITÁRIA AGIFÁCIL,5351.295632/2005-13,3.0524.0020.003-0,PRODUTO DE VENDA LIVRE,2025-09-01,BOMBONA PLASTICA,6 Meses,3103033,389,4700605/21-9,None
220,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ARY SILVIO C FILHO INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA,3.03271-1,ÁLCOOL ETÍLICO HIDRATADO 70º E DESINFETANTE HOSPITALAR CLEAN DOMESTIC,5351.537196/2021-77,3.3271.0006.001-0,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-01-01,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205029,30020,None,None
221,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ARY SILVIO C FILHO INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA,3.03271-1,ÁLCOOL ETÍLICO HIDRATADO 70º E DESINFETANTE HOSPITALAR CLEAN DOMESTIC,5351.537196/2021-77,3.3271.0006.002-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-01-01,BOMBONA PLASTICA TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205029,30020,None,None
222,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",BASTON INDÚSTRIA DE AEROSSOIS LTDA,3.04067-3,RODOX MÁXIMA AÇÃO,5351.459422/2021-71,3.4067.0077.001-2,PRODUTO DE VENDA LIVRE,2032-01-01,TUBO DE FLANDRES + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3206017,30020,None,None
