,RESOLUCAO,EMPRESA,AUTORIZACAO,NOME_PRODUTO_MARCA,NUMERO_PROCESSO,NUMERO_REGISTRO,VENDA_EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE_PRODUTO,CATEGORIA,ASSUNTO_PETICAO,EXPEDIENTE_PETICAO,VERSAO
54,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",COMOLIMPA INDUSTRIA QUIMICA LTDA,3.02091-2,DESINFETANTE ZAB,5351.806971/2020-69,3.2091.0014.008-7,PRODUTO DE VENDA LIVRE,11/2030,FLORAL + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,330 REG. SANEANTES - Modificação de Fórmula de Produto,4695975/21-1,None
55,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",COMOLIMPA INDUSTRIA QUIMICA LTDA,3.02091-2,DESINFETANTE ZAB,5351.806971/2020-69,3.2091.0014.009-5,PRODUTO DE VENDA LIVRE,11/2030,MARINE + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,330 REG. SANEANTES - Modificação de Fórmula de Produto,4695975/21-1,None
56,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",COMOLIMPA INDUSTRIA QUIMICA LTDA,3.02091-2,DESINFETANTE ZAB,5351.806971/2020-69,3.2091.0014.010-9,PRODUTO DE VENDA LIVRE,11/2030,MARINE + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,330 REG. SANEANTES - Modificação de Fórmula de Produto,4695975/21-1,None
57,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",COMOLIMPA INDUSTRIA QUIMICA LTDA,3.02091-2,DESINFETANTE ZAB,5351.806971/2020-69,3.2091.0014.011-7,PRODUTO DE VENDA LIVRE,11/2030,TALCO + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,330 REG. SANEANTES - Modificação de Fórmula de Produto,4695975/21-1,None
58,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",COMOLIMPA INDUSTRIA QUIMICA LTDA,3.02091-2,DESINFETANTE ZAB,5351.806971/2020-69,3.2091.0014.012-5,PRODUTO DE VENDA LIVRE,11/2030,TALCO + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,330 REG. SANEANTES - Modificação de Fórmula de Produto,4695975/21-1,None
59,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",COMOLIMPA INDUSTRIA QUIMICA LTDA,3.02091-2,DESINFETANTE ZAB,5351.806971/2020-69,3.2091.0014.013-3,PRODUTO DE VENDA LIVRE,11/2030,HERBAL CITRUS + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,330 REG. SANEANTES - Modificação de Fórmula de Produto,4695975/21-1,None
60,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",COMOLIMPA INDUSTRIA QUIMICA LTDA,3.02091-2,DESINFETANTE ZAB,5351.806971/2020-69,3.2091.0014.014-1,PRODUTO DE VENDA LIVRE,11/2030,HERBAL CITRUS + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,330 REG. SANEANTES - Modificação de Fórmula de Produto,4695975/21-1,None
61,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Cordeiro Indústria de Produtos de Limpeza Ltda EPP,3.10143-7,DESENGRAXANTE AUTOMOTIVO JAPY,5351.011000/2022-08,3.0143.0003.001-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,DESENGRAXANTE AUTOMOTIVO JAPY + FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,12 Meses,3103084 DESENGRAXANTE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
62,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Cordeiro Indústria de Produtos de Limpeza Ltda EPP,3.10143-7,DESENGRAXANTE AUTOMOTIVO JAPY,5351.011000/2022-08,3.0143.0003.002-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,DESENGRAXANTE AUTOMOTIVO JAPY + GALAO PLASTICO + CAIXA DE PAPELAO,12 Meses,3103084 DESENGRAXANTE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
63,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Cordeiro Indústria de Produtos de Limpeza Ltda EPP,3.10143-7,DESENGRAXANTE AUTOMOTIVO JAPY,5351.011000/2022-08,3.0143.0003.003-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,DESENGRAXANTE AUTOMOTIVO JAPY + BOMBONA PLASTICA OPACA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,12 Meses,3103084 DESENGRAXANTE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
64,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Cosmoderma industria e com. ltda- me,3.04628-1,PERAC 35,5351.804580/2018-95,3.4628.0051.001-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,04/2029,FRASCO,24 Meses,4300212 DESINFETANTE DE ALTO NÍVEL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,3940845/21-3,None
65,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Cosmoderma industria e com. ltda- me,3.04628-1,PERAC 35,5351.804580/2018-95,3.4628.0051.002-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,04/2029,BOMBONA PLASTICA,24 Meses,4300212 DESINFETANTE DE ALTO NÍVEL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,3940845/21-3,None
66,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",C-TEC INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA ME,3.08012-8,SANI DROP OXI,5351.009529/2022-53,3.8012.0053.001-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,FRASCO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3211062 DESINFETANTE PARA HORTIFRUTÍCOLAS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
67,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",C-TEC INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA ME,3.08012-8,SANI DROP OXI,5351.009529/2022-53,3.8012.0053.002-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3211062 DESINFETANTE PARA HORTIFRUTÍCOLAS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
68,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",C-TEC INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA ME,3.08012-8,SANI DROP OXI,5351.009529/2022-53,3.8012.0053.003-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3211062 DESINFETANTE PARA HORTIFRUTÍCOLAS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
69,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",C-TEC INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA ME,3.08012-8,SANI DROP OXI,5351.009529/2022-53,3.8012.0053.004-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,TAMBOR PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3211062 DESINFETANTE PARA HORTIFRUTÍCOLAS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
70,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DEXTER LATINA INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.02340-2,STRAIK MATA CUPIM AEROSOL,5351.494396/2008-51,3.2340.0016.001-1,PRODUTO DE VENDA LIVRE,09/2028,LATA AEROSSOL + CAIXA DE PAPELAO,2 Ano(s),3206017 INSETICIDA DE VENDA LIVRE,396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante,4754149/21-1,None
71,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIOXIDE INDÚSTRIA QUÍMICA LTDA.,3.06294-0,ATOMIC READY,5351.190676/2021-60,3.6294.0005.001-6,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
72,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIOXIDE INDÚSTRIA QUÍMICA LTDA.,3.06294-0,ATOMIC READY,5351.190676/2021-60,3.6294.0005.002-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,FRASCO PLÁSTICO OPACO COM GATILHO + CAIXA DE PAPELAO,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
73,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,DIVOS ACP E1,5351.016432/2021-16,3.2661.0304.001-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,ACP E1 + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,4300213 DETERGENTE PARA USO ESPECÍFICO,30020 REG. SANEANTES - Registro de produtos saneantes,4741848/21-3,None
74,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,DIVOS ACP E1,5351.016432/2021-16,3.2661.0304.002-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,ACP E1 + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,4300213 DETERGENTE PARA USO ESPECÍFICO,30020 REG. SANEANTES - Registro de produtos saneantes,4741848/21-3,None
75,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,DIVOS ACP E1,5351.016432/2021-16,3.2661.0304.003-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,ACP E1 + ACONDICIONAMENTO NAO PREVISTO NA TABELA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,4300213 DETERGENTE PARA USO ESPECÍFICO,30020 REG. SANEANTES - Registro de produtos saneantes,4741848/21-3,None
76,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,Diverfoam Alusafe,5351.016597/2021-98,3.2661.0305.001-0,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,Versão única + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3222030 DESINCRUSTANTE ALCALINO,30020 REG. SANEANTES - Registro de produtos saneantes,4741848/21-3,None
77,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,Diverfoam Alusafe,5351.016597/2021-98,3.2661.0305.002-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,Versão única + BOMBONA PLASTICA + CAIXA DE PAPELAO,6 Meses,3222030 DESINCRUSTANTE ALCALINO,30020 REG. SANEANTES - Registro de produtos saneantes,4741848/21-3,None
78,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,Diverfoam Alusafe,5351.016597/2021-98,3.2661.0305.003-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,Versão única + ACONDICIONAMENTO NAO PREVISTO NA TABELA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3222030 DESINCRUSTANTE ALCALINO,30020 REG. SANEANTES - Registro de produtos saneantes,4741848/21-3,None
79,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,ALPHA HP,5351.154041/2008-21,3.2661.0209.001-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,BOMBONA PLASTICA + CAIXA DE PAPELAO,36 Meses,3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4741848/21-3,None
80,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,OXIVIR FIVE 16 CONCENTRATE,5351.169975/2011-47,3.2661.0232.001-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,FRASCO DE PLASTICO OPACO COM VALVULA DOSADORA + CAIXA DE PAPELAO,36 Meses,4300211 DESINFETANTE DE NÍVEL INTERMEDIÁRIO,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4741848/21-3,None
81,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,OXIVIR FIVE 16 CONCENTRATE,5351.169975/2011-47,000,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,BOMBONA PLASTICA,36 Meses,4300211 DESINFETANTE DE NÍVEL INTERMEDIÁRIO,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4741848/21-3,None
82,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,OXIVIR 1 WIPES,5351.704597/2020-68,3.2661.0297.001-9,,01/2032,BALDE,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4741848/21-3,None
83,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,OXIVIR 1 WIPES,5351.704597/2020-68,3.2661.0297.002-7,,01/2032,POTE,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4741848/21-3,None
84,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,OXIVIR 1 WIPES,5351.704597/2020-68,3.2661.0297.003-5,,01/2032,SACHET,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4741848/21-3,None
85,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,OXIVIR 1 WIPES,5351.704597/2020-68,3.2661.0297.004-3,,01/2032,SACO,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4741848/21-3,None
86,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,OXIVIR 1 WIPES,5351.704597/2020-68,3.2661.0297.005-1,,01/2032,SACO PLASTICO REFIL,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4741848/21-3,None
87,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DOW AGROSCIENCES INDUSTRIAL LTDA,3.03899-1,RECRUIT* II,5351.175367/2013-43,3.3899.0001.001-8,,07/2028,CAIXA DE PAPELAO + CAIXA DE PAPELAO,4 Ano(s),3206025 INSETICIDA PARA EMPRESAS ESPECIALIZADAS,330 REG. SANEANTES - Modificação de Fórmula de Produto,4549203/21-8,None
88,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",DOW AGROSCIENCES INDUSTRIAL LTDA,3.03899-1,RECRUIT* AG,5351.177413/2013-57,3.3899.0002.001-3,,07/2028,CAIXA DE PAPELAO + CAIXA DE PAPELAO,4 Ano(s),3206025 INSETICIDA PARA EMPRESAS ESPECIALIZADAS,330 REG. SANEANTES - Modificação de Fórmula de Produto,4549208/21-0,None
89,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ECOLAB QUÍMICA LTDA,3.00053-9,TRIMETA PHREEDOM,5351.009492/2022-63,3.0053.0942.001-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,1 + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
90,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ECOLAB QUÍMICA LTDA,3.00053-9,TRIMETA PHREEDOM,5351.009492/2022-63,3.0053.0942.002-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,1 + TAMBOR PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
91,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ECOLAB QUÍMICA LTDA,3.00053-9,TRIMETA PHREEDOM,5351.009492/2022-63,3.0053.0942.003-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,1 + ACONDICIONAMENTO NAO PREVISTO NA TABELA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
92,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",FABRICA DE SABOES GUARULHENSE LTDA,3.00950-7,DESINFETANTE LIN PIN,5351.839118/2016-67,3.0950.0015.001-3,PRODUTO DE VENDA LIVRE,05/2026,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4553965/21-6,FLORAL
93,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",FABRICA DE SABOES GUARULHENSE LTDA,3.00950-7,DESINFETANTE LIN PIN,5351.839118/2016-67,3.0950.0015.002-1,PRODUTO DE VENDA LIVRE,05/2026,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4553965/21-6,LAVANDA
94,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",FABRICA DE SABOES GUARULHENSE LTDA,3.00950-7,DESINFETANTE LIN PIN,5351.839118/2016-67,3.0950.0015.003-1,PRODUTO DE VENDA LIVRE,05/2026,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4553965/21-6,EUCALIPTO
95,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",FABRICA DE SABOES GUARULHENSE LTDA,3.00950-7,DESINFETANTE LIN PIN,5351.839118/2016-67,3.0950.0015.004-8,PRODUTO DE VENDA LIVRE,05/2026,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4553965/21-6,PINHO
96,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",FABRICA DE SABOES GUARULHENSE LTDA,3.00950-7,DESINFETANTE LIN PIN,5351.839118/2016-67,3.0950.0015.005-6,PRODUTO DE VENDA LIVRE,05/2026,BOMBONA PLÁSTICA OPACA+CAIXA DE PAPELÃO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4553965/21-6,FLORAL
97,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",FABRICA DE SABOES GUARULHENSE LTDA,3.00950-7,DESINFETANTE LIN PIN,5351.839118/2016-67,3.0950.0015.006-4,PRODUTO DE VENDA LIVRE,05/2026,BOMBONA PLÁSTICA OPACA+CAIXA DE PAPELÃO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4553965/21-6,LAVANDA
98,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",FABRICA DE SABOES GUARULHENSE LTDA,3.00950-7,DESINFETANTE LIN PIN,5351.839118/2016-67,3.0950.0015.007-2,PRODUTO DE VENDA LIVRE,05/2026,BOMBONA PLÁSTICA OPACA+CAIXA DE PAPELÃO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4553965/21-6,EUCALIPTO
99,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",FABRICA DE SABOES GUARULHENSE LTDA,3.00950-7,DESINFETANTE LIN PIN,5351.839118/2016-67,3.0950.0015.008-0,PRODUTO DE VENDA LIVRE,05/2026,BOMBONA PLÁSTICA OPACA+CAIXA DE PAPELÃO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4553965/21-6,PINHO
100,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",FERSOL INDUSTRIA E COMERCIO LTDA.,3.01834-3,TIAMETOXAM FERSOL 250 WG,5351.137613/2017-08,3.1834.0066.006-2,,05/2027,BALDE,2 Ano(s),3206025 INSETICIDA PARA EMPRESAS ESPECIALIZADAS,332 REG. SANEANTES - Nova Embalagem de Produto,3459368/21-7,None
101,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,3.03548-9,MINUANO MULTIUSO ANTIBAC,5351.629726/2020-21,3.3548.0201.001-0,PRODUTO DE VENDA LIVRE,10/2030,FRASCO,2 Ano(s),3222021 LIMPADOR DE USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4374377/21-2,None
102,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Força Química Ltda,3.04606-5,CLORO NOB LUX,5351.109626/2021-64,3.4606.0006.001-8,PRODUTO DE VENDA LIVRE,07/2031,C + FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,6 Meses,4300215 ALVEJANTE CLORADO,396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante,4589849/21-6,None
103,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Força Química Ltda,3.04606-5,CLORO NOB LUX,5351.109626/2021-64,3.4606.0006.002-6,PRODUTO DE VENDA LIVRE,07/2031,C + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,4300215 ALVEJANTE CLORADO,396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante,4589849/21-6,None
104,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Força Química Ltda,3.04606-5,CLORO NOB LUX,5351.109626/2021-64,3.4606.0006.003-4,PRODUTO DE VENDA LIVRE,07/2031,C + GALAO PLASTICO + CAIXA DE PAPELAO,6 Meses,4300215 ALVEJANTE CLORADO,396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante,4589849/21-6,None
105,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Força Química Ltda,3.04606-5,CLORO NOB LUX,5351.109626/2021-64,3.4606.0006.004-2,PRODUTO DE VENDA LIVRE,07/2031,C + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,4300215 ALVEJANTE CLORADO,396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante,4589849/21-6,None
106,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Força Química Ltda,3.04606-5,ÁGUA SANITÁRIA NOB LUX,5351.681593/2011-80,3.4606.0003.001-1,PRODUTO DE VENDA LIVRE,03/2027,FRASCO DE PLASTICO OPACO + CAIXA PLASTICA,6 Meses,3103033 ÁGUA SANITÁRIA,396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante,4589860/21-0,None
107,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Força Química Ltda,3.04606-5,ÁGUA SANITÁRIA NOB LUX,5351.681593/2011-80,3.4606.0003.002-1,PRODUTO DE VENDA LIVRE,03/2027,FRASCO DE PLASTICO OPACO + CAIXA DE CARTOLINA,6 Meses,3103033 ÁGUA SANITÁRIA,396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante,4589860/21-0,None
108,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Força Química Ltda,3.04606-5,ÁGUA SANITÁRIA NOB LUX,5351.681593/2011-80,3.4606.0003.003-8,PRODUTO DE VENDA LIVRE,03/2027,BOMBONA PLASTICA OPACA + CAIXA PLASTICA,6 Meses,3103033 ÁGUA SANITÁRIA,396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante,4589860/21-0,None
109,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Força Química Ltda,3.04606-5,ÁGUA SANITÁRIA NOB LUX,5351.681593/2011-80,3.4606.0003.004-6,PRODUTO DE VENDA LIVRE,03/2027,BOMBONA PLASTICA OPACA + CAIXA DE CARTOLINA,6 Meses,3103033 ÁGUA SANITÁRIA,396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante,4589860/21-0,None
