,RESOLUCAO,EMPRESA,AUTORIZACAO,NOME_PRODUTO_MARCA,NUMERO_PROCESSO,NUMERO_REGISTRO,VENDA_EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE_PRODUTO,CATEGORIA,ASSUNTO_PETICAO,EXPEDIENTE_PETICAO,VERSAO
57,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",josé antonio pereira de oliveira,3.05481-9,ÁGUA SANITÁRIA GLOBO,5351.266707/2014-29,3.5481.0001.002-7,PRODUTO DE VENDA LIVRE,07/2019,GALÃO PLÁSTICO + ACONDICIONAMENTO NÃO PREVISTO NA TABELA,6 Meses,3103033 ÁGUA SANITÁRIA,389 REG. SANEANTES - Alteração de Rotulagem de Produto,2655374/21-5,None
58,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",KI LIMPO DO BRASIL LTDA,3.05271-3,DETERGENTE ALCALINO CONCENTRADO DEEP KLEAN,5351.030855/2022-20,3.5271.0030.001-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,GALAO PLASTICO + CAIXA DE PAPELAO,24 Meses,3211042 DETERGENTE DESENGORDURANTE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
59,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",KI LIMPO DO BRASIL LTDA,3.05271-3,DETERGENTE ALCALINO CONCENTRADO DEEP KLEAN,5351.030855/2022-20,3.5271.0030.002-2,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,BOMBONA PLASTICA,24 Meses,3211042 DETERGENTE DESENGORDURANTE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
60,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",KI LIMPO DO BRASIL LTDA,3.05271-3,DETERGENTE ALCALINO DESINCRUSTANTE DECRUST KLEAN,5351.071486/2022-25,3.5271.0031.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,TRADICIONAL + GALAO PLASTICO + CAIXA DE PAPELAO,24 Meses,3222030 DESINCRUSTANTE ALCALINO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
61,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",KI LIMPO DO BRASIL LTDA,3.05271-3,DETERGENTE ALCALINO DESINCRUSTANTE DECRUST KLEAN,5351.071486/2022-25,3.5271.0031.002-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,TRADICIONAL + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222030 DESINCRUSTANTE ALCALINO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
62,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",LQB LABORATORIO QUIMICO BRASILEIRO - INDUSTRIA E COMERCIO EIRELI - EPP,3.07568-3,TOALETE QUÍMICO ECO-W,5351.836664/2018-98,3.7568.0008.001-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,05/2029,SACHET + CAIXA DE PAPELAO,12 Meses,3205061 DESINFETANTE PARA USO GERAL,330 REG. SANEANTES - Modificação de Fórmula de Produto,6581984/21-3,None
63,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",MAXX QUIMICA E SISTEMAS DE LIMPEZA EIRELI,3.06833-1,CL 100 Sanit,5351.346451/2021-74,3.6833.0004.001-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,GALAO + CAIXA DE PAPELAO,12 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
64,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",MERCOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA,3.02747-0,MERCOTECH DESINFETANTE,5351.721844/2018-76,3.2747.0142.023-8,PRODUTO DE VENDA LIVR,02/2029,GALAO + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,331 REG. SANEANTES - Nova versão de Produto,3857106/21-2,LAVENDER
65,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",MERCOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA,3.02747-0,MERCOTECH DESINFETANTE,5351.721844/2018-76,3.2747.0142.024-6,PRODUTO DE VENDA LIVR,02/2029,BOMBONA PLASTICA OPACA + ACONDICIONAMENTO NAO PREVISTO NA TABELA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,331 REG. SANEANTES - Nova versão de Produto,3857106/21-2,LAVENDER
66,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ORVALHO INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA ME,3.06645-2,DESINFETANTE ORVALHO,5351.823621/2021-48,3.6645.0003.001-5,PRODUTO DE VENDA LIVRE,02/2032,DESINFETANTE EUCALIPTO + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
67,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ORVALHO INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA ME,3.06645-2,DESINFETANTE ORVALHO,5351.823621/2021-48,3.6645.0003.002-3,PRODUTO DE VENDA LIVRE,02/2032,DESINFETANTE FLORAL + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
68,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ORVALHO INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA ME,3.06645-2,DESINFETANTE ORVALHO,5351.823621/2021-48,3.6645.0003.003-1,PRODUTO DE VENDA LIVRE,02/2032,DESINFETANTE FRESH + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
69,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ORVALHO INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA ME,3.06645-2,DESINFETANTE ORVALHO,5351.823621/2021-48,3.6645.0003.004-1,PRODUTO DE VENDA LIVRE,02/2032,DESINFETANTE JASMIM + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
70,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ORVALHO INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA ME,3.06645-2,DESINFETANTE ORVALHO,5351.823621/2021-48,3.6645.0003.005-8,PRODUTO DE VENDA LIVRE,02/2032,DESINFETANTE LAVANDA + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
71,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ORVALHO INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA ME,3.06645-2,DESINFETANTE ORVALHO,5351.823621/2021-48,3.6645.0003.006-6,PRODUTO DE VENDA LIVRE,02/2032,DESINFETANTE ORQUÍDEA + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
72,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ORVALHO INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA ME,3.06645-2,DESINFETANTE ORVALHO,5351.823621/2021-48,3.6645.0003.007-4,PRODUTO DE VENDA LIVRE,02/2032,DESINFETANTE RAIZES + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
73,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ORVALHO INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA ME,3.06645-2,DESINFETANTE ORVALHO,5351.823621/2021-48,3.6645.0003.008-2,PRODUTO DE VENDA LIVRE,02/2032,DESINFETANTE TALCO + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
74,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",PHILIPEIA INDUSTRIA QUIMICA LTDA,3.08335-4,DESINFE-Q PLUS,5351.030832/2022-15,3.8335.0003.001-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,BOMBONA PLASTICA OPACA + CAIXA DE PAPELAO,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
75,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",POLIPLAX PLASTICOS LTDA,3.10516-6,ÁLCOOL GEL 70° INPI GRAFLOR,5351.060170/2021-27,3.0516.0003.001-7,PRODUTO DE VENDA LIVRE,02/2032,ÁLCOOL GEL 70 INPI GRAFLOR + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,12 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
76,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",POTIQUIMICA INDUSTRIA E DISTRIBUIDORA DE PRODUTOS QUIMICOS LTDA,3.08446-8,Álcool 70° INPM POTI,5351.051690/2022-20,3.8446.0002.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,FRASCO DE PLÁSTICO TRANSLÚCIDO + CAIXA DE PAPELAO,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
77,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",PROTEGE QUIMICA LIMITADA,3.09782-4,ÁGUA SANITÁRIA PROTEGE,5351.413760/2021-67,3.9782.0002.001-3,PRODUTO DE VENDA LIVRE,02/2032,FRASCO + CAIXA DE PAPELAO,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,4474785/21-3,None
78,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",PROTEGE QUIMICA LIMITADA,3.09782-4,ÁGUA SANITÁRIA PROTEGE,5351.413760/2021-67,3.9782.0002.002-1,PRODUTO DE VENDA LIVRE,02/2032,GALAO PLASTICO + CAIXA DE PAPELAO,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,4474785/21-3,None
79,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",QUIMICA JVC LTDA,3.03265-1,JVC GERALCLOR MAX,5351.068261/2022-91,3.3265.0050.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,- + GALAO PLASTICO + CAIXA DE PAPELAO,3 Meses,3222050 DESINFETANTE PARA ROUPAS HOSPITALARES,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
80,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",QUIMICA JVC LTDA,3.03265-1,JVC GERALCLOR MAX,5351.068261/2022-91,3.3265.0050.002-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,- + BOMBONA PLASTICA OPACA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,3 Meses,3222050 DESINFETANTE PARA ROUPAS HOSPITALARES,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
81,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",QUÍMICA NOVA ARAÇATUBA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,3.09636-1,DETERGENTE DESINCRUSTANTE ÁCIDO RENOVA,5351.076890/2022-95,3.9636.0004.001-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,ÚNICA + GALAO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
82,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",QUÍMICA NOVA ARAÇATUBA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,3.09636-1,DETERGENTE DESINCRUSTANTE ÁCIDO RENOVA,5351.076890/2022-95,3.9636.0004.002-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,ÚNICA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
83,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",QUÍMICA NOVA ARAÇATUBA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,3.09636-1,DETERGENTE DESINCRUSTANTE ÁCIDO RENOVA,5351.076890/2022-95,3.9636.0004.003-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,ÚNICA + ACONDICIONAMENTO NAO PREVISTO NA TABELA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
84,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",QUÍMICA NOVA ARAÇATUBA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,3.09636-1,DESENGRAXANTE RENOVA,5351.076920/2022-63,3.9636.0005.001-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,AZUL + GALAO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3103084 DESENGRAXANTE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
85,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",QUÍMICA NOVA ARAÇATUBA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,3.09636-1,DESENGRAXANTE RENOVA,5351.076920/2022-63,3.9636.0005.002-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,AZUL + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3103084 DESENGRAXANTE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
86,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",QUÍMICA NOVA ARAÇATUBA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,3.09636-1,DESENGRAXANTE RENOVA,5351.076920/2022-63,3.9636.0005.003-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,AZUL + ACONDICIONAMENTO NAO PREVISTO NA TABELA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3103084 DESENGRAXANTE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
87,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",QUÍMICA NOVA ARAÇATUBA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,3.09636-1,DESENGRAXANTE RENOVA,5351.076920/2022-63,3.9636.0005.004-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,VERMELHO + GALAO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3103084 DESENGRAXANTE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
88,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",QUÍMICA NOVA ARAÇATUBA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,3.09636-1,DESENGRAXANTE RENOVA,5351.076920/2022-63,3.9636.0005.005-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,VERMELHO + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3103084 DESENGRAXANTE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
89,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",QUÍMICA NOVA ARAÇATUBA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,3.09636-1,DESENGRAXANTE RENOVA,5351.076920/2022-63,3.9636.0005.006-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,VERMELHO + ACONDICIONAMENTO NAO PREVISTO NA TABELA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3103084 DESENGRAXANTE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
90,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",QUÍMICA NOVA ARAÇATUBA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,3.09636-1,DESENGRAXANTE RENOVA,5351.076920/2022-63,3.9636.0005.007-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,AMARELO + GALAO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3103084 DESENGRAXANTE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
91,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",QUÍMICA NOVA ARAÇATUBA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,3.09636-1,DESENGRAXANTE RENOVA,5351.076920/2022-63,3.9636.0005.008-6,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,AMARELO + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3103084 DESENGRAXANTE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
92,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",QUÍMICA NOVA ARAÇATUBA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,3.09636-1,DESENGRAXANTE RENOVA,5351.076920/2022-63,3.9636.0005.009-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,AMARELO + ACONDICIONAMENTO NAO PREVISTO NA TABELA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3103084 DESENGRAXANTE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
93,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",RECKITT BENCKISER (BRASIL) LTDA,3.00227-0,VANISH OXI ACTION PREMIUM GEL,5351.267120/2021-79,000,PRODUTO DE VENDA LIVRE,02/2032,FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222049 DESINFETANTE PARA TECIDOS E ROUPAS,30014 REG. SANEANTES - Desistência de petição/processo a pedido,4530588/21-1,None
94,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",RECKITT BENCKISER (BRASIL) LTDA,3.00227-0,VANISH OXI ACTION PREMIUM GEL,5351.267120/2021-79,000,PRODUTO DE VENDA LIVRE,02/2032,FRASCO DE PLÁSTICO TRANSLÚCIDO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222049 DESINFETANTE PARA TECIDOS E ROUPAS,30014 REG. SANEANTES - Desistência de petição/processo a pedido,4530588/21-1,None
95,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",RECKITT BENCKISER (BRASIL) LTDA,3.00227-0,VEJA GOLD MULTIUSO,5351.355739/2021-30,3.0227.1031.001-0,PRODUTO DE VENDA LIVRE,02/2032,ORIGINAL + FRASCO DE PLASTICO OPACO SPRAY + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,4530588/21-1,None
96,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",RECKITT BENCKISER (BRASIL) LTDA,3.00227-0,VEJA GOLD MULTIUSO,5351.355739/2021-30,3.0227.1031.002-9,PRODUTO DE VENDA LIVRE,02/2032,CAMPESTRE + FRASCO DE PLASTICO OPACO SQUEEZE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,4530588/21-1,None
97,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",RECKITT BENCKISER (BRASIL) LTDA,3.00227-0,VEJA GOLD MULTIUSO,5351.355739/2021-30,3.0227.1031.003-7,PRODUTO DE VENDA LIVRE,02/2032,FLORAL + FRASCO DE PLASTICO OPACO SQUEEZE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,4530588/21-1,None
98,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",RECKITT BENCKISER (BRASIL) LTDA,3.00227-0,VEJA GOLD MULTIUSO,5351.355739/2021-30,3.0227.1031.004-5,PRODUTO DE VENDA LIVRE,02/2032,LAVANDA + FRASCO DE PLASTICO OPACO SQUEEZE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,4530588/21-1,None
99,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",SEBOLD INDUSTRIA DE COSMETICOS LTDA,3.10451-1,DESINFETANTE LÍQUIDO SEBOLD CLEAN,5351.049216/2022-38,3.0451.0002.001-8,PRODUTO DE VENDA LIVRE,02/2032,EUCALIPTO + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
100,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",SEBOLD INDUSTRIA DE COSMETICOS LTDA,3.10451-1,DESINFETANTE LÍQUIDO SEBOLD CLEAN,5351.049216/2022-38,3.0451.0002.002-6,PRODUTO DE VENDA LIVRE,02/2032,EUCALIPTO + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
101,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",SEBOLD INDUSTRIA DE COSMETICOS LTDA,3.10451-1,DESINFETANTE LÍQUIDO SEBOLD CLEAN,5351.049216/2022-38,3.0451.0002.003-4,PRODUTO DE VENDA LIVRE,02/2032,FLORAL + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
102,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",SEBOLD INDUSTRIA DE COSMETICOS LTDA,3.10451-1,DESINFETANTE LÍQUIDO SEBOLD CLEAN,5351.049216/2022-38,3.0451.0002.004-2,PRODUTO DE VENDA LIVRE,02/2032,FLORAL + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
103,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",SEBOLD INDUSTRIA DE COSMETICOS LTDA,3.10451-1,DESINFETANTE LÍQUIDO SEBOLD CLEAN,5351.049216/2022-38,3.0451.0002.005-0,PRODUTO DE VENDA LIVRE,02/2032,HERBAL + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
104,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",SEBOLD INDUSTRIA DE COSMETICOS LTDA,3.10451-1,DESINFETANTE LÍQUIDO SEBOLD CLEAN,5351.049216/2022-38,3.0451.0002.006-9,PRODUTO DE VENDA LIVRE,02/2032,HERBAL + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
105,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",SEBOLD INDUSTRIA DE COSMETICOS LTDA,3.10451-1,DESINFETANTE LÍQUIDO SEBOLD CLEAN,5351.049216/2022-38,3.0451.0002.007-7,PRODUTO DE VENDA LIVRE,02/2032,JASMIM + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
106,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",SEBOLD INDUSTRIA DE COSMETICOS LTDA,3.10451-1,DESINFETANTE LÍQUIDO SEBOLD CLEAN,5351.049216/2022-38,3.0451.0002.008-5,PRODUTO DE VENDA LIVRE,02/2032,JASMIM + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
107,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",SEBOLD INDUSTRIA DE COSMETICOS LTDA,3.10451-1,DESINFETANTE LÍQUIDO SEBOLD CLEAN,5351.049216/2022-38,3.0451.0002.009-3,PRODUTO DE VENDA LIVRE,02/2032,LAVANDA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
